City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
299,gizo,-8.103,156.8419,83.64,72,100,3.76,SB,2023-10-31 02:25:37
300,qa'en,33.7265,59.1844,54.75,54,100,6.76,IR,2023-10-31 02:30:08
301,happy valley-goose bay,53.3168,-60.3315,26.91,59,20,11.5,CA,2023-10-31 02:30:08
302,acajutla,13.5928,-89.8275,78.64,84,100,11.7,SV,2023-10-31 02:30:08
303,dawson creek,55.7666,-120.2362,42.44,39,0,10.36,CA,2023-10-31 02:25:55
304,kill devil hills,36.0307,-75.676,70.99,80,0,9.22,US,2023-10-31 02:30:09
305,codrington,-38.2667,141.9667,56.53,51,75,16.42,AU,2023-10-31 02:27:01
306,hadyach,50.3711,33.991,49.82,88,83,7.63,UA,2023-10-31 02:30:10
307,new norfolk,-42.7826,147.0587,58.71,44,92,12.15,AU,2023-10-31 02:30:10
308,batie,9.8833,-2.9167,77.74,59,7,3.58,BF,2023-10-31 02:30:10
309,irtyshsk,53.3333,75.4572,33.12,100,100,2.35,KZ,2023-10-31 02:30:10
310,saldanha,-33.0117,17.9442,60.85,67,1,11.43,ZA,2023-10-31 02:24:50
311,haapavesi,64.1333,25.3667,18.52,91,91,1.01,FI,2023-10-31 02:28:06
312,sao joao da barra,-21.6403,-41.0511,74.75,94,100,8.28,BR,2023-10-31 02:30:11
313,san jeronimo de juarez,17.1333,-100.4667,79.72,89,41,3.24,MX,2023-10-31 02:30:11
314,saynshand,44.8824,110.1163,39.85,44,51,5.61,MN,2023-10-31 02:30:12
315,andergrove,-21.0833,149.1833,90.64,54,6,9.37,AU,2023-10-31 02:30:12
316,badarpur,24.9,92.6,79.48,65,75,2.46,IN,2023-10-31 02:30:12
317,kiunga,-6.1219,141.2906,89.51,56,94,4.74,PG,2023-10-31 02:30:12
318,funafuti,-8.5243,179.1942,89.6,84,40,0.0,TV,2023-10-31 02:26:45
319,baruun-urt,46.6806,113.2792,27.75,61,91,5.73,MN,2023-10-31 02:30:13
320,tonghae,37.5439,129.1069,68.36,46,0,3.18,KR,2023-10-31 02:30:13
321,mega,4.05,38.3,57.45,91,57,6.69,ET,2023-10-31 02:30:13
322,qaqortoq,60.7167,-46.0333,42.58,57,99,28.57,GL,2023-10-31 02:24:42
323,martapura,-3.4167,114.85,89.69,62,0,4.61,ID,2023-10-31 02:30:14
324,kisangani,0.5167,25.2,70.21,98,100,1.39,CD,2023-10-31 02:30:14
325,mascoutah,38.4903,-89.7932,36.14,79,0,6.91,US,2023-10-31 02:30:14
326,tralee,52.2704,-9.7026,50.09,88,88,4.23,IE,2023-10-31 02:25:08
327,tambopata,-12.7333,-69.1833,79.72,71,73,2.51,PE,2023-10-31 02:30:15
328,mojkovac,42.9604,19.5833,48.92,65,56,5.46,ME,2023-10-31 02:30:15
329,ouahigouya,13.5828,-2.4216,83.19,17,22,8.03,BF,2023-10-31 02:30:15
330,jamestown,42.097,-79.2353,40.59,81,100,8.05,US,2023-10-31 02:23:40
331,susuman,62.7833,148.1667,7.99,94,82,1.01,RU,2023-10-31 02:30:15
332,beau vallon,-20.4189,57.6953,77.22,88,40,2.3,MU,2023-10-31 02:30:15
333,lerwick,60.1545,-1.1494,44.6,57,28,19.62,GB,2023-10-31 02:30:16
334,bengkulu,-3.8004,102.2655,80.64,76,46,2.73,ID,2023-10-31 02:27:20
335,akureyri,65.6835,-18.0878,17.53,93,35,0.0,IS,2023-10-31 02:30:16
336,angaur state,6.906,134.13,83.35,73,22,4.81,PW,2023-10-31 02:30:17
337,sarupathar,26.1984,93.8094,76.28,74,100,2.62,IN,2023-10-31 02:30:17
338,wellington,-41.2866,174.7756,67.66,68,53,10.36,NZ,2023-10-31 02:28:23
339,babolsar,36.7025,52.6576,66.43,72,99,8.21,IR,2023-10-31 02:30:17
340,akjoujt,19.6969,-14.4164,81.97,17,5,7.31,MR,2023-10-31 02:30:18
341,kuqa,41.7278,82.9364,58.46,36,100,4.7,CN,2023-10-31 02:30:18
342,swakopmund,-22.6833,14.5333,56.25,89,0,4.23,NA,2023-10-31 02:25:35
343,vuktyl,63.8567,57.3094,19.11,92,93,8.01,RU,2023-10-31 02:30:18
344,greymouth,-42.4667,171.2,59.95,61,52,9.35,NZ,2023-10-31 02:25:05
345,nuku'alofa,-21.1333,-175.2,82.74,78,75,13.8,TO,2023-10-31 02:27:38
346,badger,64.8,-147.5333,33.67,84,75,0.0,US,2023-10-31 02:30:19
347,ramnicu sarat,45.3833,27.05,55.87,63,26,6.6,RO,2023-10-31 02:30:19
348,vilyuchinsk,52.9306,158.4028,44.87,59,12,9.57,RU,2023-10-31 02:25:39
349,praia da vitoria,38.7333,-27.0667,66.76,77,40,15.97,PT,2023-10-31 02:30:19
350,belmonte,-15.8631,-38.8828,74.5,75,92,7.31,BR,2023-10-31 02:30:20
351,sayat,38.7839,63.8803,57.07,49,97,18.57,TM,2023-10-31 02:30:20
352,mezhdurechenskiy,59.6,65.9333,17.42,90,100,4.92,RU,2023-10-31 02:24:50
353,san giovanni rotondo,41.7049,15.7191,62.22,77,20,8.05,IT,2023-10-31 02:30:20
354,karratha,-20.7377,116.8463,93.36,23,31,11.14,AU,2023-10-31 02:30:21
355,junction city,39.0286,-96.8314,35.46,63,0,4.61,US,2023-10-31 02:30:21
356,miandrivazo,-19.5167,45.4667,77.7,62,52,1.9,MG,2023-10-31 02:30:21
357,sarykemer,43.0,71.5,47.68,88,100,7.43,KZ,2023-10-31 02:30:21
358,ilebo,-4.3167,20.5833,69.85,99,100,2.17,CD,2023-10-31 02:30:22
359,usinsk,65.9939,57.5281,16.07,81,95,7.0,RU,2023-10-31 02:30:22
360,ain sefra,32.75,-0.5833,60.17,61,94,1.86,DZ,2023-10-31 02:30:22
361,kavaratti,10.5669,72.642,80.26,79,100,9.57,IN,2023-10-31 02:26:43
362,inhambane,-23.865,35.3833,68.0,70,100,10.51,MZ,2023-10-31 02:30:23
363,lorengau,-2.0226,147.2712,83.41,73,72,8.88,PG,2023-10-31 02:25:20
364,dryden,49.7833,-92.7503,25.09,93,40,3.44,CA,2023-10-31 02:30:23
365,tabou,4.423,-7.3528,77.14,90,76,1.7,CI,2023-10-31 02:30:23
366,belle chasse,29.8549,-89.9906,60.78,70,79,5.01,US,2023-10-31 02:30:23
367,kerikeri,-35.2268,173.9474,67.12,85,88,9.69,NZ,2023-10-31 02:30:24
368,bacchus marsh,-37.6727,144.4383,62.01,46,37,5.01,AU,2023-10-31 02:30:24
369,nadym,65.5333,72.5167,8.46,92,89,7.94,RU,2023-10-31 02:30:24
370,vila franca do campo,37.7167,-25.4333,66.61,99,67,10.36,PT,2023-10-31 02:30:24
371,richard-toll,16.4625,-15.7008,79.05,68,30,7.72,SN,2023-10-31 02:30:25
372,margate,51.3813,1.3862,46.69,96,7,1.99,GB,2023-10-31 02:30:25
373,el granada,37.5027,-122.4694,65.98,40,0,10.36,US,2023-10-31 02:30:25
374,puerto baquerizo moreno,-0.9,-89.6,73.87,81,100,9.13,EC,2023-10-31 02:30:26
375,bathsheba,13.2167,-59.5167,83.01,83,20,11.5,BB,2023-10-31 02:30:26
376,vilyuysk,63.7553,121.6247,7.0,94,51,1.99,RU,2023-10-31 02:30:26
377,mitchell,43.7094,-98.0298,30.18,55,0,26.46,US,2023-10-31 02:30:26
378,novodvinsk,64.4165,40.8122,16.79,97,69,4.36,RU,2023-10-31 02:30:27
379,kandiari,26.9156,68.5216,84.49,25,0,1.19,PK,2023-10-31 02:30:27
380,balabac,7.9868,117.0645,85.6,71,96,14.32,PH,2023-10-31 02:25:48
381,ancud,-41.8697,-73.8203,41.38,89,11,6.67,CL,2023-10-31 02:25:22
382,shiguai,40.7058,110.2856,56.8,29,7,8.55,CN,2023-10-31 02:30:27
383,nagqu,31.5,92.0,25.41,64,47,5.93,CN,2023-10-31 02:30:28
384,oranjemund,-28.55,16.4333,61.07,54,0,5.1,NA,2023-10-31 02:30:28
385,santa ana,33.7456,-117.8678,75.15,16,0,1.99,US,2023-10-31 02:30:05
386,bere,9.3202,16.1552,77.74,65,92,2.33,TD,2023-10-31 02:30:28
387,richfield,44.8833,-93.283,36.88,78,100,16.11,US,2023-10-31 02:30:28
388,carnarvon,-24.8667,113.6333,79.72,46,0,9.48,AU,2023-10-31 02:30:29
389,menongue,-14.6585,17.691,61.83,90,38,4.29,AO,2023-10-31 02:30:29
390,fort mcmurray,56.7268,-111.381,26.19,68,100,4.61,CA,2023-10-31 02:30:29
391,helena valley southeast,46.6153,-111.9216,30.13,84,0,3.44,US,2023-10-31 02:30:29
392,berck-plage,50.407,1.5645,51.19,84,59,12.15,FR,2023-10-31 02:30:30
393,cascais,38.6979,-9.4215,61.5,86,100,11.99,PT,2023-10-31 02:30:30
394,phai sali,15.5976,100.6585,78.24,87,97,5.26,TH,2023-10-31 02:30:30
395,hasaki,35.7333,140.8333,68.4,53,23,5.7,JP,2023-10-31 02:30:31
396,sao mateus do sul,-25.8742,-50.3828,64.24,99,100,3.2,BR,2023-10-31 02:30:31
397,revda,56.801,59.9303,19.42,98,93,2.62,RU,2023-10-31 02:25:47
398,nhamunda,-2.1861,-56.7131,79.3,64,100,2.66,BR,2023-10-31 02:30:32
399,freetown,8.484,-13.2299,78.53,85,27,5.28,SL,2023-10-31 02:25:12
400,gebeit,21.0667,36.3167,71.98,80,0,5.23,SD,2023-10-31 02:30:32
401,pedra azul,-16.0053,-41.2972,72.19,51,100,3.04,BR,2023-10-31 02:30:32
402,carutapera,-1.195,-46.02,78.89,82,55,6.67,BR,2023-10-31 02:30:32
403,tual,-5.6667,132.75,81.63,80,42,7.67,ID,2023-10-31 02:30:33
404,rovnoye,50.7765,46.0509,49.19,78,100,17.74,RU,2023-10-31 02:30:33
405,kiel,54.3213,10.1349,51.26,98,100,7.58,DE,2023-10-31 02:27:17
406,sao felix do xingu,-6.6447,-51.995,76.3,55,28,0.72,BR,2023-10-31 02:30:33
407,isangel,-19.55,169.2667,80.71,57,40,6.91,VU,2023-10-31 02:30:34
408,susanville,40.4163,-120.653,37.24,38,0,5.75,US,2023-10-31 02:30:34
409,rehoboth,-23.3167,17.0833,61.5,25,0,5.12,NA,2023-10-31 02:27:35
410,oulainen,64.2667,24.8,18.81,98,92,2.26,FI,2023-10-31 02:30:34
411,porto murtinho,-21.6989,-57.8825,76.41,86,99,3.71,BR,2023-10-31 02:30:35
412,hami,42.8,93.45,56.05,36,99,4.83,CN,2023-10-31 02:30:35
413,caraballeda,10.6112,-66.8522,82.47,85,40,2.3,VE,2023-10-31 02:30:35
414,shentala,54.45,51.4833,33.62,100,100,9.78,RU,2023-10-31 02:30:35
415,beboto,8.2668,16.939,73.9,77,60,0.92,TD,2023-10-31 02:30:36
416,harper,4.375,-7.7169,77.11,91,98,3.2,LR,2023-10-31 02:30:36
417,colonia,50.9333,6.95,52.86,85,75,14.97,DE,2023-10-31 02:29:44
418,gobabis,-22.45,18.9667,60.24,22,0,5.95,NA,2023-10-31 02:30:37
419,mafinga,-7.25,35.0667,72.07,66,100,4.43,TZ,2023-10-31 02:30:38
420,maralal,1.0968,36.698,57.27,94,73,5.55,KE,2023-10-31 02:30:38
421,kandukur,15.2167,79.9167,82.62,68,65,9.08,IN,2023-10-31 02:30:38
422,darnah,32.767,22.6367,70.99,80,2,9.64,LY,2023-10-31 02:30:39
423,saipan,15.1355,145.701,90.3,70,40,16.11,MP,2023-10-31 02:24:46
424,alaminos,14.0639,121.2465,85.41,73,100,8.08,PH,2023-10-31 02:30:39
425,milton keynes,52.0417,-0.7558,43.36,92,31,2.98,GB,2023-10-31 02:28:07
426,turpan,42.9333,89.1667,65.41,27,80,1.01,CN,2023-10-31 02:30:40
427,zhirnov,48.1709,41.1261,49.17,79,87,6.73,RU,2023-10-31 02:30:40
428,lycksele,64.5954,18.6735,17.47,93,75,5.75,SE,2023-10-31 02:25:39
429,lakatoro,-16.0999,167.4164,79.38,80,59,14.94,VU,2023-10-31 02:27:37
430,warrnambool,-38.3833,142.4833,56.48,54,67,16.4,AU,2023-10-31 02:30:41
431,ruskin,27.7209,-82.4332,76.17,82,0,8.05,US,2023-10-31 02:30:41
432,mahajanga,-15.7167,46.3167,78.82,94,20,6.91,MG,2023-10-31 02:30:41
433,flin flon,54.7682,-101.865,13.82,87,12,3.27,CA,2023-10-31 02:30:41
434,castillos,-34.1667,-53.8333,55.36,90,100,15.52,UY,2023-10-31 02:27:00
435,urcos,-13.6861,-71.6228,60.69,78,68,5.48,PE,2023-10-31 02:30:42
436,longavi,-35.9667,-71.6833,41.61,83,41,6.76,CL,2023-10-31 02:30:42
437,fort bragg,35.139,-79.006,73.13,70,0,10.36,US,2023-10-31 02:24:55
438,pontian kechil,1.4866,103.3896,88.41,76,97,5.17,MY,2023-10-31 02:30:42
439,waingapu,-9.6567,120.2641,88.74,57,3,11.5,ID,2023-10-31 02:30:43
440,boende,-0.2167,20.8667,72.09,97,92,3.51,CD,2023-10-31 02:24:53
441,sola,-13.8833,167.55,79.97,80,29,15.59,VU,2023-10-31 02:27:43
442,waghai,20.7667,73.4833,79.95,40,6,3.89,IN,2023-10-31 02:30:44
443,taroa,8.7058,171.2275,82.63,80,87,17.54,MH,2023-10-31 02:25:39
444,alvand,36.3187,49.1678,43.16,86,100,3.74,IR,2023-10-31 02:30:44
445,norton,-17.8833,30.7,59.9,83,100,8.48,ZW,2023-10-31 02:30:44
446,qarauyl,48.9451,79.255,42.76,89,100,10.69,KZ,2023-10-31 02:30:44
447,namtsy,62.7161,129.6658,12.47,85,96,7.05,RU,2023-10-31 02:30:45
448,awjilah,29.1081,21.2869,68.16,54,6,6.96,LY,2023-10-31 02:30:45
449,rapid valley,44.0625,-103.1463,27.63,71,100,20.0,US,2023-10-31 02:30:29
450,pankrushikha,53.8319,80.3406,27.57,96,100,7.34,RU,2023-10-31 02:25:45
451,laojunmiao,39.8333,97.7333,55.08,19,53,1.28,CN,2023-10-31 02:30:46
452,myeik,12.4333,98.6,83.05,73,87,9.57,MM,2023-10-31 02:30:46
453,ponta delgada,37.7333,-25.6667,66.92,77,40,11.5,PT,2023-10-31 02:30:46
454,bamiantong,44.9333,130.5333,55.0,59,99,12.77,CN,2023-10-31 02:30:46
455,igarka,67.4667,86.5833,1.22,96,99,3.74,RU,2023-10-31 02:30:47
456,mandiana,10.6333,-8.6833,76.46,60,32,1.48,GN,2023-10-31 02:30:47
457,kanker,20.2719,81.4931,73.72,63,0,4.12,IN,2023-10-31 02:30:47
458,holualoa,19.6228,-155.9522,81.25,79,20,13.8,US,2023-10-31 02:25:29
459,grand falls-windsor,48.9332,-55.6649,33.51,87,98,2.33,CA,2023-10-31 02:30:47
460,orivesi,61.6777,24.3572,31.78,85,100,1.01,FI,2023-10-31 02:30:47
461,okha,53.5739,142.9478,38.26,71,41,19.93,RU,2023-10-31 02:27:17
462,turbat,26.0023,63.044,76.98,66,3,1.14,PK,2023-10-31 02:27:42
463,rikaze,29.25,88.8833,42.93,45,2,2.91,CN,2023-10-31 02:30:47
464,wulingyuan,29.3494,110.5441,73.54,56,70,3.47,CN,2023-10-31 02:30:48
465,tikrit,34.6071,43.6782,74.89,31,100,1.21,IQ,2023-10-31 02:30:48
466,singkil,-7.9855,111.4161,93.65,41,16,5.66,ID,2023-10-31 02:30:48
467,ola,59.5833,151.2833,26.15,65,22,5.55,RU,2023-10-31 02:30:48
468,amahai,-3.3333,128.9167,86.32,64,61,7.0,ID,2023-10-31 02:30:48
469,palmares do sul,-30.2578,-50.5097,67.64,92,100,6.69,BR,2023-10-31 02:30:48
470,amga,60.8953,131.9608,15.62,83,100,5.95,RU,2023-10-31 02:30:48
471,pasuquin,18.3328,120.6177,89.55,51,75,8.05,PH,2023-10-31 02:30:48
472,luderitz,-26.6481,15.1594,61.3,47,2,5.73,NA,2023-10-31 02:30:49
473,mount isa,-20.7333,139.5,98.37,26,8,12.66,AU,2023-10-31 02:25:06
474,conduaga,8.862,117.4893,86.95,64,70,0.78,PH,2023-10-31 02:25:44
475,pontianak,-0.0333,109.3333,78.78,94,75,2.3,ID,2023-10-31 02:30:49
476,gospic,44.5461,15.3747,62.29,86,97,18.86,HR,2023-10-31 02:30:49
477,fuyang,32.9,115.8167,81.27,33,0,13.0,CN,2023-10-31 02:30:49
478,mayqayyng,51.4625,75.7986,44.37,76,100,13.24,KZ,2023-10-31 02:30:49
479,ormond-by-the-sea,29.3491,-81.0665,75.02,91,0,5.75,US,2023-10-31 02:30:49
480,nacala,-14.5428,40.6728,77.38,83,100,7.05,MZ,2023-10-31 02:27:24
481,torata,-17.0769,-70.8433,58.93,53,8,0.85,PE,2023-10-31 02:30:49
482,lhokseumawe,5.1801,97.1507,84.43,69,94,1.95,ID,2023-10-31 02:30:49
483,manturovo,58.3353,44.7619,26.78,94,100,4.03,RU,2023-10-31 02:30:50
484,salekhard,66.53,66.6019,12.99,94,100,5.57,RU,2023-10-31 02:30:50
485,rio blanco,18.8333,-97.15,63.46,96,98,4.27,MX,2023-10-31 02:30:50
486,manghit,42.1156,60.0597,42.78,80,0,7.74,UZ,2023-10-31 02:30:50
487,lincoln city,44.9582,-124.0179,53.8,66,4,10.0,US,2023-10-31 02:29:51
488,north platte,41.1239,-100.7654,34.38,66,0,8.99,US,2023-10-31 02:30:50
489,somerset east,-32.7217,25.588,46.18,76,0,3.65,ZA,2023-10-31 02:30:50
490,arkalyk,50.2486,66.9114,34.16,96,100,15.79,KZ,2023-10-31 02:30:50
491,leh,34.1667,77.5833,37.26,31,0,0.56,IN,2023-10-31 02:30:50
492,mili,6.0815,171.735,83.32,76,77,11.52,MH,2023-10-31 02:30:51
493,kourou,5.1552,-52.6478,80.65,87,43,6.85,GF,2023-10-31 02:30:51
494,novocherkassk,47.4181,40.0939,56.23,100,0,0.0,RU,2023-10-31 02:30:51
495,nadi,-17.8,177.4167,93.2,52,20,10.36,FJ,2023-10-31 02:28:35
496,palmas,-10.2128,-48.3603,84.07,70,0,4.61,BR,2023-10-31 02:27:05
497,crane,31.3974,-102.3501,41.09,47,2,4.63,US,2023-10-31 02:26:22
498,selfoss,63.9331,-20.9971,33.04,79,36,8.43,IS,2023-10-31 02:24:48
499,ingeniero guillermo n. juarez,-23.9,-61.85,75.34,74,100,13.2,AR,2023-10-31 02:30:51
500,sierpc,52.8568,19.6691,54.95,87,100,14.43,PL,2023-10-31 02:30:51
501,aktau,43.65,51.2,50.58,70,0,9.37,KZ,2023-10-31 02:30:51
502,lata,40.1629,-8.3327,52.07,93,100,3.33,PT,2023-10-31 02:30:51
503,severo-yeniseyskiy,60.3725,93.0408,0.57,97,67,1.99,RU,2023-10-31 02:27:35
504,sainte-suzanne,-20.9061,55.6089,75.42,69,0,13.8,RE,2023-10-31 02:30:52
505,afua,-0.1567,-50.3867,76.39,86,11,4.27,BR,2023-10-31 02:30:52
506,weno,7.4515,151.8468,85.95,79,100,4.61,FM,2023-10-31 02:27:24
507,derbent,42.0678,48.2899,58.37,83,4,2.37,RU,2023-10-31 02:30:52
508,buka,40.8108,69.1986,57.9,68,100,11.72,UZ,2023-10-31 02:30:52
509,dembi dolo,8.5333,34.8,57.47,92,97,4.25,ET,2023-10-31 02:30:52
510,acarau,-2.8856,-40.12,78.71,74,75,13.78,BR,2023-10-31 02:24:54
511,sos'va,59.1766,61.8558,26.06,63,100,11.01,RU,2023-10-31 02:30:52
512,petropavlovsk-kamchatsky,53.0452,158.6483,43.39,62,0,13.42,RU,2023-10-31 02:25:09
513,dombarovskiy,50.7587,59.5386,33.01,82,99,18.99,RU,2023-10-31 02:30:53
514,kshenskiy,51.8408,37.7136,49.89,82,100,10.4,RU,2023-10-31 02:27:34
515,thunder bay,48.4001,-89.3168,26.58,63,100,5.75,CA,2023-10-31 02:30:44
516,hobyo,5.3505,48.5268,80.28,81,48,5.66,SO,2023-10-31 02:30:53
517,wilmslow,53.328,-2.2315,48.27,87,75,8.05,GB,2023-10-31 02:30:53
518,laurel,39.0993,-76.8483,54.86,77,75,7.0,US,2023-10-31 02:27:00
519,portland,45.5234,-122.6762,54.03,47,0,12.66,US,2023-10-31 02:20:40
520,barcelos,41.5388,-8.6151,55.54,90,100,3.62,PT,2023-10-31 02:29:03
521,sampang,-7.1872,113.2394,86.59,60,6,7.85,ID,2023-10-31 02:30:53
522,debre werk',10.6667,38.1667,51.53,86,65,1.1,ET,2023-10-31 02:30:53
523,pangody,65.85,74.4859,6.53,94,26,6.69,RU,2023-10-31 02:30:53
524,pudozh,61.8099,36.5345,20.95,98,50,1.99,RU,2023-10-31 02:30:54
525,oyem,1.5995,11.5793,68.43,99,100,2.84,GA,2023-10-31 02:30:54
526,cidreira,-30.1811,-50.2056,67.23,94,100,5.82,BR,2023-10-31 02:25:05
527,ulverstone,-41.15,146.1667,61.72,53,60,14.25,AU,2023-10-31 02:30:54
528,port hedland,-20.3167,118.5667,86.05,70,40,12.66,AU,2023-10-31 02:26:50
529,yinchuan,38.4681,106.2731,62.71,19,3,7.78,CN,2023-10-31 02:27:34
530,klyuchi,52.2667,79.1667,42.37,96,100,5.61,RU,2023-10-31 02:30:54
531,chulakkurgan,43.765,69.1814,49.82,82,100,15.84,KZ,2023-10-31 02:30:54
532,vila do maio,15.1333,-23.2167,77.79,74,44,7.16,CV,2023-10-31 02:30:54
533,caluula,11.9661,50.7569,80.06,73,93,11.7,SO,2023-10-31 02:30:54
534,ligny-en-barrois,48.6886,5.3254,50.54,97,68,12.44,FR,2023-10-31 02:30:55
535,betio village,1.358,172.9211,87.84,73,96,3.24,KI,2023-10-31 02:30:55
536,tchintabaraden,15.8969,5.7985,78.4,14,93,10.04,NE,2023-10-31 02:30:55
537,opuwo,-18.0607,13.84,66.51,13,0,4.52,NA,2023-10-31 02:30:55
538,teknaf,20.8624,92.3058,82.15,69,51,2.33,BD,2023-10-31 02:30:55
539,brady,31.1352,-99.3351,44.37,60,100,8.05,US,2023-10-31 02:29:38
540,vila velha,-20.3297,-40.2925,78.75,78,0,12.66,BR,2023-10-31 02:30:55
541,leava,-14.3,-178.1667,82.51,79,16,10.02,WF,2023-10-31 02:25:31
542,chawang,8.4261,99.5047,85.71,70,87,2.17,TH,2023-10-31 02:30:55
543,el calafate,-50.3408,-72.2768,39.58,62,28,0.72,AR,2023-10-31 02:30:55
544,tabas,33.5959,56.9244,66.42,27,97,2.3,IR,2023-10-31 02:30:56
545,mogadishu,2.0371,45.3438,80.83,75,52,5.01,SO,2023-10-31 02:30:56
546,shangzhi,45.2167,127.9667,38.61,88,100,6.26,CN,2023-10-31 02:30:56
547,manaure,11.7751,-72.4445,83.01,76,81,5.48,CO,2023-10-31 02:30:56
548,mount pearl,47.5166,-52.7813,33.96,94,100,6.91,CA,2023-10-31 02:27:08
549,collipulli,-37.95,-72.4333,39.42,87,96,3.94,CL,2023-10-31 02:30:56
550,mangrol,21.1167,70.1167,80.53,50,58,8.97,IN,2023-10-31 02:30:56
551,taupo,-38.6833,176.0833,58.66,91,100,4.79,NZ,2023-10-31 02:30:56
552,columbus,39.9612,-82.9988,39.72,91,100,6.91,US,2023-10-31 02:26:25
553,upata,8.0086,-62.3989,71.06,98,100,1.19,VE,2023-10-31 02:30:57
554,barra de santo antonio,-9.4047,-35.5072,72.68,77,89,6.85,BR,2023-10-31 02:30:57
555,guerrero negro,27.9769,-114.0611,71.37,45,0,10.67,MX,2023-10-31 02:20:38
556,hatta,24.1167,79.6,73.62,48,98,3.49,IN,2023-10-31 02:30:57
557,sumbawa besar,-8.5,117.4333,95.65,32,2,10.8,ID,2023-10-31 02:30:57
558,jaguaruna,-28.615,-49.0256,65.75,95,100,2.37,BR,2023-10-31 02:30:57
559,bechar,31.6167,-2.2167,68.74,34,100,3.47,DZ,2023-10-31 02:30:57
560,ascension,30.2169,-90.9001,55.0,79,100,10.36,US,2023-10-31 02:30:57
561,qarazhal,48.0078,70.7903,42.33,69,100,15.68,KZ,2023-10-31 02:30:57
562,hsinchu,24.8036,120.9686,80.89,63,14,8.01,TW,2023-10-31 02:30:58
563,mejit,10.2753,170.8646,82.81,79,98,19.15,MH,2023-10-31 02:30:58
564,usogorsk,63.4106,48.6872,25.66,83,100,2.51,RU,2023-10-31 02:27:15
565,iwaki,37.05,140.8833,70.77,62,81,3.69,JP,2023-10-31 02:24:51
566,vilhena,-12.7406,-60.1458,71.26,89,91,5.84,BR,2023-10-31 02:30:58
567,najran,17.4924,44.1277,65.05,53,39,3.87,SA,2023-10-31 02:30:58
568,zhongshu,24.5167,103.7667,62.89,77,100,3.44,CN,2023-10-31 02:30:58
569,murygino,58.7383,49.4582,27.36,92,79,4.21,RU,2023-10-31 02:30:58
570,bahia blanca,-38.7196,-62.2724,50.83,65,65,4.0,AR,2023-10-31 02:30:58
571,christchurch,-43.5333,172.6333,71.55,87,100,21.85,NZ,2023-10-31 02:20:59
572,dapa,9.7594,126.0531,83.1,70,78,3.65,PH,2023-10-31 02:30:58
573,alice springs,-23.7,133.8833,85.55,13,2,16.11,AU,2023-10-31 02:24:54
574,sisimiut,66.9395,-53.6735,29.41,61,84,10.13,GL,2023-10-31 02:30:59
575,liepaja,56.5419,21.0367,46.38,100,0,6.91,LV,2023-10-31 02:30:59
576,nolinsk,57.5596,49.9363,24.96,97,95,5.84,RU,2023-10-31 02:30:59
577,westport,41.1415,-73.3579,52.83,81,100,10.36,US,2023-10-31 02:27:19
578,dover,39.1582,-75.5244,55.42,81,100,9.22,US,2023-10-31 02:30:24
579,jijiga,9.35,42.8,61.79,91,20,3.02,ET,2023-10-31 02:30:59
580,puerto aysen,-45.4,-72.7,33.33,97,99,0.74,CL,2023-10-31 02:30:59
581,goondiwindi,-28.55,150.3167,99.36,12,1,23.87,AU,2023-10-31 02:30:59
582,la mira tumbiscatio,18.6833,-102.2833,74.55,89,25,4.63,MX,2023-10-31 02:30:59
583,simplicio mendes,-7.8539,-41.9103,76.15,33,18,5.01,BR,2023-10-31 02:31:00
584,bontang,0.1333,117.5,85.5,66,73,7.07,ID,2023-10-31 02:27:32
